expected_duration,cost,room_type
371,444.37,Χειρουργείο
567,9163.51,Χειρουργείο
706,1117.81,Χειρουργείο
565,3425.59,Χειρουργείο
625,8231.68,Χειρουργείο
737,5481.67,Χειρουργείο
649,483.33,Χειρουργείο
579,5992.36,Χειρουργείο
391,2615.48,Χειρουργείο
723,8981.56,Χειρουργείο
326,6928.66,Χειρουργείο
322,5388.6,Χειρουργείο
689,1968.99,Χειρουργείο
379,773.95,Χειρουργείο
348,7835.63,Χειρουργείο
150,7104.17,Χειρουργείο
349,9514.65,Χειρουργείο
491,2581.79,Χειρουργείο
142,1492.31,Χειρουργείο
261,147.24,Χειρουργείο
876,2202.15,Χειρουργείο
213,1899.78,Χειρουργείο
505,5875.34,Χειρουργείο
617,513.07,Χειρουργείο
826,6636.26,Χειρουργείο
742,6806.68,Χειρουργείο
847,9072.5,Χειρουργείο
797,2224.71,Χειρουργείο
177,6521.4,Χειρουργείο
819,2192.98,Χειρουργείο
368,5146.24,Χειρουργείο
481,6998.3,Χειρουργείο
101,4910.21,Χειρουργείο
781,5786.54,Χειρουργείο
575,9403.67,Χειρουργείο
713,4022.02,Χειρουργείο
859,6465.87,Χειρουργείο
403,9131.94,Χειρουργείο
243,5592.79,Χειρουργείο
430,128.45,Χειρουργείο
386,7179.24,Χειρουργείο
518,7050.43,Χειρουργείο
528,2474.47,Χειρουργείο
536,2222.01,Χειρουργείο
16,6910.53,Χειρουργείο
595,9038.54,Χειρουργείο
337,9038.62,Χειρουργείο
148,6808.52,Χειρουργείο
16,7799.36,Χειρουργείο
258,6410.23,Χειρουργείο
465,7765.37,Χειρουργείο
423,9781.87,Χειρουργείο
830,9969.44,Χειρουργείο
701,9179.44,Χειρουργείο
249,5947.32,Χειρουργείο
169,9394.77,Χειρουργείο
487,833.54,Χειρουργείο
734,442.26,Χειρουργείο
542,5844.47,Χειρουργείο
222,4677.18,Χειρουργείο
887,8665.64,Χειρουργείο
703,6266.67,Χειρουργείο
485,5110.98,Χειρουργείο
568,4844.86,Χειρουργείο
92,6874.56,Χειρουργείο
157,3873.88,Χειρουργείο
893,3018.17,Χειρουργείο
465,1512.59,Χειρουργείο
251,2890.71,Χειρουργείο
847,4543.0,Χειρουργείο
871,2168.16,Χειρουργείο
648,8912.22,Χειρουργείο
639,5968.24,Χειρουργείο
625,6717.5,Χειρουργείο
810,3237.73,Χειρουργείο
133,5442.94,Χειρουργείο
339,770.39,Χειρουργείο
221,7806.0,Χειρουργείο
627,5452.13,Χειρουργείο
331,3781.14,Χειρουργείο
802,8303.78,Χειρουργείο
750,6845.24,Χειρουργείο
737,8896.34,Χειρουργείο
532,9309.75,Χειρουργείο
739,80.7,Χειρουργείο
82,2861.57,Χειρουργείο
865,3550.54,Χειρουργείο
564,2018.92,Χειρουργείο
662,4805.25,Χειρουργείο
863,2616.34,Χειρουργείο
824,5444.49,Χειρουργείο
19,9792.18,Χειρουργείο
56,6164.29,Χειρουργείο
96,7971.66,Χειρουργείο
819,7801.77,Χειρουργείο
650,5708.1,Χειρουργείο
700,2485.03,Χειρουργείο
37,8748.58,Χειρουργείο
181,6435.86,Χειρουργείο
56,6491.04,Χειρουργείο
753,9518.84,Χειρουργείο
234,5198.59,Χειρουργείο
487,9077.72,Χειρουργείο
757,7691.56,Χειρουργείο
392,4290.71,Χειρουργείο
762,5264.15,Χειρουργείο
272,3583.66,Χειρουργείο
19,5056.24,Χειρουργείο
288,9318.81,Χειρουργείο
711,8056.12,Χειρουργείο
126,8770.61,Χειρουργείο
412,4488.3,Χειρουργείο
745,5692.33,Χειρουργείο
196,7025.34,Χειρουργείο
379,9352.77,Χειρουργείο
370,566.22,Χειρουργείο
327,8640.72,Χειρουργείο
448,8492.43,Χειρουργείο
423,3521.19,Χειρουργείο
140,5119.18,Χειρουργείο
837,1900.85,Χειρουργείο
846,3099.93,Χειρουργείο
657,1110.76,Χειρουργείο
41,6810.62,Χειρουργείο
58,691.92,Χειρουργείο
762,2458.2,Χειρουργείο
12,48.83,Χειρουργείο
494,5403.53,Χειρουργείο
690,1749.9,Χειρουργείο
306,2033.0,Χειρουργείο
116,4378.5,Χειρουργείο
723,3104.65,Χειρουργείο
829,6005.21,Χειρουργείο
146,2416.92,Χειρουργείο
666,3960.29,Χειρουργείο
385,7160.63,Χειρουργείο
116,9467.61,Χειρουργείο
456,6103.35,Χειρουργείο
162,8965.7,Χειρουργείο
88,4687.56,Χειρουργείο
552,3374.72,Χειρουργείο
69,5161.42,Χειρουργείο
654,1437.45,Χειρουργείο
37,3973.04,Χειρουργείο
482,8532.69,Χειρουργείο
813,3748.03,Χειρουργείο
603,8623.29,Χειρουργείο
803,7673.65,Χειρουργείο
267,8808.38,Χειρουργείο
259,6359.85,Χειρουργείο
595,7073.02,Χειρουργείο
119,2818.86,Χειρουργείο
818,8317.73,Χειρουργείο
410,6425.17,Χειρουργείο
233,4279.76,Χειρουργείο
237,6486.97,Χειρουργείο
198,6861.98,Χειρουργείο
752,453.08,Χειρουργείο
863,3519.6,Χειρουργείο
717,2690.61,Χειρουργείο
78,4134.95,Χειρουργείο
229,8650.72,Χειρουργείο
699,8593.77,Χειρουργείο
409,5863.41,Χειρουργείο
564,3085.46,Χειρουργείο
701,4602.06,Χειρουργείο
147,8923.65,Χειρουργείο
357,761.2,Χειρουργείο
885,6241.73,Χειρουργείο
696,8185.04,Χειρουργείο
503,5214.16,Χειρουργείο
379,5911.14,Χειρουργείο
661,6565.49,Χειρουργείο
600,5365.12,Χειρουργείο
531,2535.8,Χειρουργείο
402,7126.1,Χειρουργείο
444,1680.79,Χειρουργείο
148,1778.73,Χειρουργείο
286,2203.19,Χειρουργείο
889,4041.18,Χειρουργείο
307,4927.71,Χειρουργείο
657,6614.87,Χειρουργείο
132,1670.83,Χειρουργείο
218,3986.44,Χειρουργείο
15,5811.71,Χειρουργείο
299,2209.64,Χειρουργείο
305,1682.17,Χειρουργείο
512,1758.57,Χειρουργείο
121,1396.36,Χειρουργείο
638,6756.89,Χειρουργείο
841,8238.06,Χειρουργείο
733,4082.16,Χειρουργείο
189,6408.56,Χειρουργείο
43,190.2,Χειρουργείο
526,6814.33,Χειρουργείο
525,4948.58,Χειρουργείο
427,7125.37,Χειρουργείο
665,7038.84,Χειρουργείο
431,3139.05,Χειρουργείο
177,79.36,Χειρουργείο
731,9396.67,Χειρουργείο
91,4864.11,Χειρουργείο
803,7436.95,Χειρουργείο
710,1897.91,Χειρουργείο
722,297.65,Χειρουργείο
875,4475.03,Χειρουργείο
827,58.54,Χειρουργείο
818,3925.88,Χειρουργείο
517,5390.76,Χειρουργείο
667,7941.01,Χειρουργείο
253,9995.08,Χειρουργείο
302,1911.87,Χειρουργείο
734,9531.73,Χειρουργείο
864,244.69,Χειρουργείο
279,349.51,Χειρουργείο
597,6435.28,Χειρουργείο
350,4280.02,Χειρουργείο
423,2894.65,Χειρουργείο
673,3384.12,Χειρουργείο
768,8357.09,Χειρουργείο
42,8314.83,Χειρουργείο
481,1207.91,Χειρουργείο
505,5582.97,Χειρουργείο
370,4393.24,Χειρουργείο
92,972.36,Χειρουργείο
97,4345.46,Χειρουργείο
160,8241.68,Χειρουργείο
110,8682.43,Χειρουργείο
591,9117.32,Χειρουργείο
639,8808.3,Χειρουργείο
744,3761.63,Χειρουργείο
470,5400.71,Χειρουργείο
305,6405.04,Χειρουργείο
729,6315.99,Χειρουργείο
468,5340.24,Χειρουργείο
877,7654.83,Χειρουργείο
612,7652.82,Χειρουργείο
453,7220.81,Χειρουργείο
657,8812.5,Χειρουργείο
207,9797.9,Χειρουργείο
109,5340.58,Χειρουργείο
817,9843.96,Χειρουργείο
802,3245.09,Χειρουργείο
632,3694.21,Χειρουργείο
696,8668.24,Χειρουργείο
502,5891.33,Χειρουργείο
552,3627.75,Χειρουργείο
395,2300.12,Χειρουργείο
495,4081.13,Χειρουργείο
458,4652.5,Χειρουργείο
31,1445.37,Χειρουργείο
399,7976.59,Χειρουργείο
760,7424.13,Χειρουργείο
710,9232.63,Χειρουργείο
87,2016.31,Χειρουργείο
692,7436.03,Χειρουργείο
348,753.38,Χειρουργείο
887,9304.3,Χειρουργείο
640,2627.16,Χειρουργείο
46,2355.38,Χειρουργείο
398,604.01,Χειρουργείο
25,8192.68,Χειρουργείο
289,280.92,Χειρουργείο
283,6301.17,Χειρουργείο
472,7333.68,Χειρουργείο
47,6254.78,Χειρουργείο
403,7400.87,Χειρουργείο
132,7513.9,Χειρουργείο
97,2635.28,Χειρουργείο
324,1690.39,Χειρουργείο
594,5933.17,Χειρουργείο
650,9085.08,Χειρουργείο
202,5042.27,Χειρουργείο
653,9031.96,Χειρουργείο
583,8745.71,Χειρουργείο
825,7471.48,Χειρουργείο
837,8466.89,Χειρουργείο
844,512.82,Χειρουργείο
68,6117.29,Χειρουργείο
298,758.22,Χειρουργείο
286,6384.41,Χειρουργείο
732,3452.36,Χειρουργείο
301,487.85,Χειρουργείο
482,5183.92,Χειρουργείο
606,1264.13,Χειρουργείο
730,784.15,Χειρουργείο
552,7076.84,Χειρουργείο
108,4365.61,Χειρουργείο
753,4536.01,Χειρουργείο
404,8885.67,Χειρουργείο
593,3795.22,Χειρουργείο
107,5351.79,Χειρουργείο
294,8599.5,Χειρουργείο
270,1748.5,Χειρουργείο
804,8600.38,Χειρουργείο
216,9193.17,Χειρουργείο
781,5238.62,Χειρουργείο
377,2373.82,Χειρουργείο
43,1102.58,Χειρουργείο
808,3945.68,Χειρουργείο
495,5224.14,Χειρουργείο
139,7472.73,Χειρουργείο
194,4596.51,Χειρουργείο
458,8934.54,Χειρουργείο
257,5239.2,Χειρουργείο
693,5135.91,Χειρουργείο
880,6309.51,Χειρουργείο
722,9433.16,Χειρουργείο
547,7572.08,Χειρουργείο
215,1771.88,Χειρουργείο
891,659.77,Χειρουργείο
662,5241.76,Χειρουργείο
410,8996.09,Χειρουργείο
196,3260.77,Χειρουργείο
192,2320.89,Χειρουργείο
314,9443.81,Χειρουργείο
434,8808.38,Χειρουργείο
717,7850.7,Χειρουργείο
659,512.25,Χειρουργείο
444,9087.06,Χειρουργείο
460,9306.35,Χειρουργείο
46,3845.15,Χειρουργείο
577,1844.34,Χειρουργείο
576,9851.81,Χειρουργείο
223,1041.71,Χειρουργείο
854,7747.46,Χειρουργείο
533,6894.76,Χειρουργείο
10,9961.28,Χειρουργείο
650,7280.18,Χειρουργείο
779,1183.53,Χειρουργείο
185,1067.71,Χειρουργείο
644,2813.47,Χειρουργείο
177,4342.22,Χειρουργείο
639,1655.32,Χειρουργείο
280,7226.52,Χειρουργείο
841,3528.24,Χειρουργείο
533,8470.43,Χειρουργείο
83,8006.59,Χειρουργείο
262,6236.92,Χειρουργείο
509,2681.53,Χειρουργείο
245,9371.39,Χειρουργείο
726,7179.02,Χειρουργείο
845,4496.45,Χειρουργείο
330,3773.57,Χειρουργείο
865,6587.45,Χειρουργείο
202,8657.35,Χειρουργείο
489,1477.31,Χειρουργείο
47,9150.64,Χειρουργείο
68,474.38,Χειρουργείο
556,3840.51,Χειρουργείο
55,8493.94,Χειρουργείο
59,5575.85,Χειρουργείο
371,6157.39,Χειρουργείο
32,7659.02,Χειρουργείο
108,6148.79,Χειρουργείο
492,7238.58,Χειρουργείο
690,7507.82,Χειρουργείο
600,6479.24,Χειρουργείο
161,8446.04,Χειρουργείο
419,204.28,Χειρουργείο
22,2714.33,Χειρουργείο
140,88.25,Χειρουργείο
625,4170.52,Χειρουργείο
629,2792.02,Χειρουργείο
221,5439.02,Χειρουργείο
649,1197.3,Χειρουργείο
605,9053.12,Χειρουργείο
125,3460.39,Χειρουργείο
541,9597.82,Χειρουργείο
437,9812.13,Χειρουργείο
17,1028.75,Χειρουργείο
159,7985.69,Χειρουργείο
799,3091.45,Χειρουργείο
304,5253.74,Χειρουργείο
267,2014.8,Χειρουργείο
472,4585.78,Χειρουργείο
630,5066.8,Χειρουργείο
569,8655.91,Χειρουργείο
390,383.86,Χειρουργείο
463,313.89,Χειρουργείο
721,2149.7,Χειρουργείο
666,5132.34,Χειρουργείο
722,7819.77,Χειρουργείο
472,7557.18,Χειρουργείο
408,6289.45,Χειρουργείο
733,7283.57,Χειρουργείο
68,6588.22,Χειρουργείο
657,6145.18,Χειρουργείο
518,1824.95,Χειρουργείο
722,5716.29,Χειρουργείο
722,269.41,Χειρουργείο
573,294.06,Χειρουργείο
653,8258.69,Χειρουργείο
112,7425.91,Χειρουργείο
671,6220.5,Χειρουργείο
175,7468.49,Χειρουργείο
521,3683.96,Χειρουργείο
545,5538.31,Χειρουργείο
87,4203.88,Χειρουργείο
611,5454.04,Χειρουργείο
11,5534.47,Χειρουργείο
546,2405.51,Χειρουργείο
59,4400.35,Χειρουργείο
519,3149.09,Χειρουργείο
69,2125.11,Χειρουργείο
815,9025.47,Χειρουργείο
877,8232.59,Χειρουργείο
739,3742.22,Χειρουργείο
622,550.32,Χειρουργείο
613,6245.07,Χειρουργείο
853,5670.69,Χειρουργείο
427,5078.89,Χειρουργείο
827,4064.22,Χειρουργείο
702,3695.91,Χειρουργείο
199,1407.13,Χειρουργείο
809,3675.92,Χειρουργείο
198,3055.15,Χειρουργείο
175,5464.62,Χειρουργείο
75,6637.61,Χειρουργείο
271,6413.68,Χειρουργείο
285,801.2,Χειρουργείο
682,7874.57,Χειρουργείο
659,1838.66,Χειρουργείο
500,4157.4,Χειρουργείο
448,7918.31,Χειρουργείο
88,4392.99,Χειρουργείο
567,3017.06,Χειρουργείο
163,7030.19,Χειρουργείο
748,6829.06,Χειρουργείο
163,8113.17,Χειρουργείο
763,9936.78,Χειρουργείο
494,7761.44,Χειρουργείο
77,7766.35,Χειρουργείο
446,8871.27,Χειρουργείο
46,1278.16,Χειρουργείο
124,6561.19,Χειρουργείο
477,6318.43,Χειρουργείο
144,3943.93,Χειρουργείο
711,4334.24,Χειρουργείο
258,2059.04,Χειρουργείο
863,6421.16,Χειρουργείο
533,721.01,Χειρουργείο
516,9016.19,Χειρουργείο
577,1716.37,Χειρουργείο
473,2883.3,Χειρουργείο
576,9722.3,Χειρουργείο
459,2168.8,Χειρουργείο
737,6091.14,Χειρουργείο
521,5935.5,Χειρουργείο
46,7355.45,Χειρουργείο
536,7093.93,Χειρουργείο
302,8790.42,Χειρουργείο
239,8571.71,Χειρουργείο
747,6957.55,Χειρουργείο
368,6223.64,Χειρουργείο
306,5618.19,Χειρουργείο
789,8337.62,Χειρουργείο
515,5598.77,Χειρουργείο
531,727.62,Χειρουργείο
721,3263.11,Χειρουργείο
559,5395.99,Χειρουργείο
841,3521.15,Χειρουργείο
110,6318.14,Χειρουργείο
90,180.21,Χειρουργείο
642,3868.08,Χειρουργείο
548,8286.51,Χειρουργείο
406,8294.3,Χειρουργείο
10,3171.6,Χειρουργείο
277,2943.89,Χειρουργείο
721,9126.39,Χειρουργείο
72,4036.89,Χειρουργείο
704,9332.48,Χειρουργείο
814,8448.18,Χειρουργείο
362,2799.15,Χειρουργείο
762,1908.17,Χειρουργείο
694,9509.02,Χειρουργείο
879,5666.2,Χειρουργείο
252,9010.31,Χειρουργείο
369,3510.11,Χειρουργείο
743,165.54,Χειρουργείο
611,7266.23,Χειρουργείο
631,1558.06,Χειρουργείο
159,8321.13,Χειρουργείο
240,6468.3,Χειρουργείο
865,4803.08,Χειρουργείο
626,5548.48,Χειρουργείο
61,6422.7,Χειρουργείο
738,3920.81,Χειρουργείο
485,9908.79,Χειρουργείο
438,6206.68,Χειρουργείο
524,9222.94,Χειρουργείο
747,8922.14,Χειρουργείο
397,8465.92,Χειρουργείο
674,5558.22,Χειρουργείο
213,418.58,Χειρουργείο
257,6401.96,Χειρουργείο
529,7133.65,Χειρουργείο
368,6554.17,Χειρουργείο
123,6406.82,Χειρουργείο
98,1138.9,Χειρουργείο
879,7804.85,Χειρουργείο
635,5485.0,Χειρουργείο
855,1633.32,Χειρουργείο
432,5809.84,Χειρουργείο
895,7675.99,Χειρουργείο
676,2038.62,Χειρουργείο
156,2415.64,Χειρουργείο
816,5930.05,Χειρουργείο
352,4456.3,Χειρουργείο
273,9066.07,Χειρουργείο
236,4254.77,Χειρουργείο
443,1365.34,Χειρουργείο
790,8984.14,Χειρουργείο
715,376.34,Χειρουργείο
468,2638.95,Χειρουργείο
36,7368.79,Χειρουργείο
538,8161.2,Χειρουργείο
333,9090.95,Χειρουργείο
67,3003.89,Χειρουργείο
794,775.35,Χειρουργείο
840,5578.88,Χειρουργείο
891,5100.34,Χειρουργείο
267,5524.52,Χειρουργείο
617,2120.83,Χειρουργείο
167,1948.95,Χειρουργείο
817,1036.03,Χειρουργείο
50,7719.24,Χειρουργείο
877,6379.82,Χειρουργείο
41,5443.75,Χειρουργείο
270,7756.76,Χειρουργείο
350,5183.32,Χειρουργείο
689,6217.03,Χειρουργείο
517,2239.73,Χειρουργείο
99,3060.88,Χειρουργείο
360,435.23,Χειρουργείο
161,5970.76,Χειρουργείο
780,2274.33,Χειρουργείο
439,9782.16,Χειρουργείο
714,5865.12,Χειρουργείο
817,8111.86,Χειρουργείο
203,1153.4,Χειρουργείο
745,8114.98,Χειρουργείο
578,792.16,Χειρουργείο
829,6387.83,Χειρουργείο
874,601.3,Χειρουργείο
309,1481.49,Χειρουργείο
818,4223.15,Χειρουργείο
861,110.64,Χειρουργείο
175,5137.65,Χειρουργείο
603,6668.1,Χειρουργείο
40,4950.11,Χειρουργείο
135,4985.55,Χειρουργείο
365,7557.65,Χειρουργείο
654,4710.46,Χειρουργείο
98,2169.61,Χειρουργείο
296,8418.25,Χειρουργείο
301,5142.22,Χειρουργείο
108,1797.56,Χειρουργείο
838,8952.81,Χειρουργείο
676,2081.22,Χειρουργείο
154,1214.33,Χειρουργείο
145,4381.52,Χειρουργείο
666,507.31,Χειρουργείο
116,810.58,Χειρουργείο
838,9639.0,Χειρουργείο
19,466.85,Χειρουργείο
380,6167.12,Χειρουργείο
255,4187.01,Χειρουργείο
172,4997.46,Χειρουργείο
239,7781.23,Χειρουργείο
297,6329.24,Χειρουργείο
41,5081.98,Χειρουργείο
410,658.45,Χειρουργείο
534,4022.79,Χειρουργείο
886,208.88,Χειρουργείο
180,3238.02,Χειρουργείο
431,6733.44,Χειρουργείο
580,6679.34,Χειρουργείο
567,9887.05,Χειρουργείο
825,5966.26,Χειρουργείο
363,7660.61,Χειρουργείο
650,7101.21,Χειρουργείο
629,3975.15,Χειρουργείο
871,6520.83,Χειρουργείο
702,3929.04,Χειρουργείο
247,2380.61,Χειρουργείο
510,3275.32,Χειρουργείο
408,3735.64,Χειρουργείο
421,5702.92,Χειρουργείο
178,9542.48,Χειρουργείο
728,3065.58,Χειρουργείο
786,7780.29,Χειρουργείο
496,6246.53,Χειρουργείο
729,5970.96,Χειρουργείο
219,5544.38,Χειρουργείο
668,9557.29,Χειρουργείο
576,3662.85,Χειρουργείο
360,9866.05,Χειρουργείο
230,7893.19,Χειρουργείο
171,32.7,Χειρουργείο
518,4252.48,Χειρουργείο
184,4135.18,Χειρουργείο
168,5128.21,Χειρουργείο
363,8892.6,Χειρουργείο
486,4155.23,Χειρουργείο
881,9245.35,Χειρουργείο
137,659.76,Χειρουργείο
330,7485.65,Χειρουργείο
400,9196.58,Χειρουργείο
733,5950.56,Χειρουργείο
781,297.63,Χειρουργείο
492,3926.74,Χειρουργείο
561,6131.77,Χειρουργείο
816,7968.68,Χειρουργείο
155,3859.62,Χειρουργείο
139,3134.58,Χειρουργείο
479,4935.56,Χειρουργείο
277,3610.07,Χειρουργείο
557,3464.53,Χειρουργείο
783,751.31,Χειρουργείο
619,5330.64,Χειρουργείο
678,5242.71,Χειρουργείο
69,189.58,Χειρουργείο
742,2879.68,Χειρουργείο
436,3342.89,Χειρουργείο
69,9038.22,Χειρουργείο
513,7704.7,Χειρουργείο
839,9058.12,Χειρουργείο
421,5054.65,Χειρουργείο
669,2083.97,Χειρουργείο
884,6504.08,Χειρουργείο
334,3903.58,Χειρουργείο
654,8790.08,Χειρουργείο
798,3632.37,Χειρουργείο
63,1824.99,Χειρουργείο
841,822.29,Χειρουργείο
245,6118.07,Χειρουργείο
266,5731.71,Χειρουργείο
290,334.47,Χειρουργείο
309,3996.26,Χειρουργείο
766,435.2,Χειρουργείο
697,6856.49,Χειρουργείο
171,741.97,Χειρουργείο
587,5945.99,Χειρουργείο
811,4446.5,Χειρουργείο
313,2766.71,Χειρουργείο
871,7451.83,Χειρουργείο
146,3851.63,Χειρουργείο
279,8259.71,Χειρουργείο
237,4029.14,Χειρουργείο
771,1749.15,Χειρουργείο
222,7793.52,Χειρουργείο
662,8550.13,Χειρουργείο
312,2166.72,Χειρουργείο
829,4555.91,Χειρουργείο
102,2324.11,Χειρουργείο
259,4260.64,Χειρουργείο
168,4561.71,Χειρουργείο
197,1254.42,Χειρουργείο
262,6234.94,Χειρουργείο
73,7699.95,Χειρουργείο
895,1596.84,Χειρουργείο
219,8701.48,Χειρουργείο
170,942.87,Χειρουργείο
656,5060.36,Χειρουργείο
762,4754.59,Χειρουργείο
325,8157.77,Χειρουργείο
136,8933.75,Χειρουργείο
448,2803.45,Χειρουργείο
598,5950.41,Χειρουργείο
733,4644.32,Χειρουργείο
586,2852.32,Χειρουργείο
759,5340.66,Χειρουργείο
137,3211.13,Χειρουργείο
703,5821.65,Χειρουργείο
896,9415.3,Χειρουργείο
275,4577.2,Χειρουργείο
429,4676.95,Χειρουργείο
415,441.89,Χειρουργείο
523,481.76,Χειρουργείο
470,9581.8,Χειρουργείο
464,7876.05,Χειρουργείο
131,1407.23,Χειρουργείο
700,8184.43,Χειρουργείο
765,7855.48,Χειρουργείο
144,8283.77,Χειρουργείο
364,5292.67,Χειρουργείο
208,5229.18,Χειρουργείο
293,652.79,Χειρουργείο
852,3155.88,Χειρουργείο
615,4472.28,Χειρουργείο
156,1240.18,Χειρουργείο
846,6873.26,Χειρουργείο
361,3027.35,Χειρουργείο
201,1714.68,Χειρουργείο
252,4099.41,Χειρουργείο
327,4745.54,Χειρουργείο
787,9148.09,Χειρουργείο
718,5300.35,Χειρουργείο
505,666.92,Χειρουργείο
638,7851.79,Χειρουργείο
279,9100.22,Χειρουργείο
292,9004.94,Χειρουργείο
438,4874.68,Χειρουργείο
153,1401.74,Χειρουργείο
96,7433.41,Χειρουργείο
706,9923.05,Χειρουργείο
218,8921.77,Χειρουργείο
283,3801.18,Χειρουργείο
376,7222.87,Χειρουργείο
180,2540.25,Χειρουργείο
789,1415.99,Χειρουργείο
885,4419.82,Χειρουργείο
513,4628.29,Χειρουργείο
251,9059.69,Χειρουργείο
238,9708.59,Χειρουργείο
251,5757.75,Χειρουργείο
853,7810.69,Χειρουργείο
882,2447.09,Χειρουργείο
703,2065.34,Χειρουργείο
167,7780.94,Χειρουργείο
416,8954.41,Χειρουργείο
476,7996.42,Χειρουργείο
83,769.73,Χειρουργείο
407,2401.35,Χειρουργείο
828,4947.02,Χειρουργείο
521,7997.4,Χειρουργείο
193,9603.14,Χειρουργείο
351,6292.73,Χειρουργείο
261,3600.48,Χειρουργείο
521,3740.09,Χειρουργείο
327,1588.73,Χειρουργείο
156,1125.11,Χειρουργείο
403,5409.38,Χειρουργείο
492,8887.57,Χειρουργείο
477,6297.05,Χειρουργείο
462,4348.18,Χειρουργείο
98,6053.83,Χειρουργείο
45,6458.95,Χειρουργείο
355,5978.64,Χειρουργείο
211,8367.78,Χειρουργείο
603,5345.66,Χειρουργείο
90,4580.47,Χειρουργείο
109,5541.14,Χειρουργείο
203,2363.09,Χειρουργείο
