expected_duration,cost,room_type
813,2979.42,Χειρουργείο
761,8444.71,Χειρουργείο
447,4859.92,Χειρουργείο
51,189.02,Χειρουργείο
800,2746.81,Χειρουργείο
229,7968.85,Χειρουργείο
584,5083.79,Χειρουργείο
589,2417.43,Χειρουργείο
424,8374.32,Χειρουργείο
647,8173.93,Χειρουργείο
600,5273.2,Χειρουργείο
270,3135.24,Χειρουργείο
306,5509.03,Χειρουργείο
47,9764.99,Χειρουργείο
365,427.91,Χειρουργείο
727,4314.65,Χειρουργείο
151,5966.65,Χειρουργείο
91,7449.7,Χειρουργείο
349,26.86,Χειρουργείο
438,4762.39,Χειρουργείο
411,2012.04,Χειρουργείο
755,3840.25,Χειρουργείο
598,1952.07,Χειρουργείο
682,4546.01,Χειρουργείο
196,5865.91,Χειρουργείο
20,6753.8,Χειρουργείο
872,878.67,Χειρουργείο
691,3446.89,Χειρουργείο
273,2501.18,Χειρουργείο
168,5148.04,Χειρουργείο
402,7910.06,Χειρουργείο
796,8274.51,Χειρουργείο
89,7006.51,Χειρουργείο
192,9940.43,Χειρουργείο
548,8069.03,Χειρουργείο
527,4976.8,Χειρουργείο
122,2582.79,Χειρουργείο
559,1292.77,Χειρουργείο
90,435.74,Χειρουργείο
598,9706.55,Χειρουργείο
102,4248.3,Χειρουργείο
509,7371.66,Χειρουργείο
206,9570.48,Χειρουργείο
388,2575.82,Χειρουργείο
271,3443.36,Χειρουργείο
73,4933.17,Χειρουργείο
179,4353.86,Χειρουργείο
470,9086.39,Χειρουργείο
232,9919.83,Χειρουργείο
456,256.96,Χειρουργείο
353,4494.96,Χειρουργείο
552,6756.93,Χειρουργείο
652,6027.35,Χειρουργείο
616,5164.22,Χειρουργείο
823,6214.31,Χειρουργείο
21,4099.54,Χειρουργείο
302,5385.69,Χειρουργείο
381,8266.47,Χειρουργείο
864,3072.51,Χειρουργείο
779,2509.45,Χειρουργείο
239,5706.96,Χειρουργείο
359,9225.01,Χειρουργείο
261,7424.67,Χειρουργείο
576,5720.69,Χειρουργείο
796,203.33,Χειρουργείο
705,3746.0,Χειρουργείο
804,7097.59,Χειρουργείο
361,4611.28,Χειρουργείο
763,9808.77,Χειρουργείο
121,1213.4,Χειρουργείο
823,6184.51,Χειρουργείο
28,881.53,Χειρουργείο
256,6366.33,Χειρουργείο
78,5099.91,Χειρουργείο
309,9919.91,Χειρουργείο
317,1950.45,Χειρουργείο
51,6087.31,Χειρουργείο
152,5548.41,Χειρουργείο
592,9043.88,Χειρουργείο
876,8042.93,Χειρουργείο
291,6585.58,Χειρουργείο
144,9415.28,Χειρουργείο
176,1014.01,Χειρουργείο
624,60.18,Χειρουργείο
452,7115.6,Χειρουργείο
805,9859.26,Χειρουργείο
73,178.82,Χειρουργείο
204,7358.44,Χειρουργείο
520,1489.65,Χειρουργείο
300,8229.74,Χειρουργείο
125,2442.42,Χειρουργείο
468,3542.5,Χειρουργείο
744,7283.02,Χειρουργείο
418,9691.84,Χειρουργείο
445,9107.08,Χειρουργείο
459,5682.4,Χειρουργείο
372,1230.08,Χειρουργείο
488,5763.64,Χειρουργείο
657,1358.18,Χειρουργείο
580,725.79,Χειρουργείο
65,6298.33,Χειρουργείο
489,7055.88,Χειρουργείο
688,8454.61,Χειρουργείο
125,3607.17,Χειρουργείο
734,4934.46,Χειρουργείο
162,5545.82,Χειρουργείο
568,7939.4,Χειρουργείο
556,8942.8,Χειρουργείο
804,1884.83,Χειρουργείο
783,8681.02,Χειρουργείο
639,1788.84,Χειρουργείο
207,7619.79,Χειρουργείο
793,2273.06,Χειρουργείο
806,9192.03,Χειρουργείο
33,6603.14,Χειρουργείο
501,6778.94,Χειρουργείο
246,5399.27,Χειρουργείο
706,2290.73,Χειρουργείο
744,2301.27,Χειρουργείο
380,1568.79,Χειρουργείο
58,8772.42,Χειρουργείο
309,2930.56,Χειρουργείο
245,8306.24,Χειρουργείο
164,9090.83,Χειρουργείο
513,1925.68,Χειρουργείο
790,1343.95,Χειρουργείο
783,2396.71,Χειρουργείο
756,4106.72,Χειρουργείο
517,3986.16,Χειρουργείο
819,7168.49,Χειρουργείο
550,526.17,Χειρουργείο
22,1880.71,Χειρουργείο
512,7321.98,Χειρουργείο
409,3688.3,Χειρουργείο
739,336.43,Χειρουργείο
171,1153.32,Χειρουργείο
699,1106.25,Χειρουργείο
499,1408.81,Χειρουργείο
737,9540.52,Χειρουργείο
676,8861.38,Χειρουργείο
347,5629.13,Χειρουργείο
497,1546.43,Χειρουργείο
395,6516.21,Χειρουργείο
697,8297.21,Χειρουργείο
899,7341.6,Χειρουργείο
582,9514.57,Χειρουργείο
867,266.89,Χειρουργείο
383,5469.8,Χειρουργείο
763,6495.93,Χειρουργείο
499,3164.76,Χειρουργείο
250,7756.66,Χειρουργείο
578,4355.61,Χειρουργείο
607,50.46,Χειρουργείο
242,5998.76,Χειρουργείο
763,7041.98,Χειρουργείο
584,2522.54,Χειρουργείο
900,9198.93,Χειρουργείο
229,6632.88,Χειρουργείο
524,9542.0,Χειρουργείο
817,1692.43,Χειρουργείο
558,8894.41,Χειρουργείο
511,868.84,Χειρουργείο
508,7541.7,Χειρουργείο
409,1090.24,Χειρουργείο
766,6235.56,Χειρουργείο
364,3142.67,Χειρουργείο
365,4095.82,Χειρουργείο
171,3941.21,Χειρουργείο
398,3640.12,Χειρουργείο
284,2360.08,Χειρουργείο
259,2200.29,Χειρουργείο
886,6179.75,Χειρουργείο
413,8276.99,Χειρουργείο
823,1853.26,Χειρουργείο
322,6229.17,Χειρουργείο
557,3966.82,Χειρουργείο
799,8505.31,Χειρουργείο
246,5140.94,Χειρουργείο
376,8903.43,Χειρουργείο
857,4343.44,Χειρουργείο
806,4985.83,Χειρουργείο
658,2339.79,Χειρουργείο
117,7837.61,Χειρουργείο
641,3746.61,Χειρουργείο
85,360.32,Χειρουργείο
91,9595.26,Χειρουργείο
564,5466.45,Χειρουργείο
137,9649.52,Χειρουργείο
593,4234.27,Χειρουργείο
275,6171.64,Χειρουργείο
773,9453.88,Χειρουργείο
369,5392.22,Χειρουργείο
120,8922.4,Χειρουργείο
195,627.07,Χειρουργείο
97,9280.74,Χειρουργείο
608,8981.58,Χειρουργείο
411,6930.03,Χειρουργείο
795,8147.0,Χειρουργείο
412,665.95,Χειρουργείο
335,7671.63,Χειρουργείο
581,6591.63,Χειρουργείο
886,5993.61,Χειρουργείο
463,6031.35,Χειρουργείο
850,1961.61,Χειρουργείο
491,734.26,Χειρουργείο
680,2034.53,Χειρουργείο
232,60.31,Χειρουργείο
385,5013.83,Χειρουργείο
168,4476.08,Χειρουργείο
192,4135.51,Χειρουργείο
410,8120.24,Χειρουργείο
707,883.07,Χειρουργείο
564,8681.79,Χειρουργείο
328,8729.85,Χειρουργείο
801,2812.08,Χειρουργείο
405,8367.11,Χειρουργείο
332,4799.44,Χειρουργείο
537,4779.17,Χειρουργείο
349,8928.39,Χειρουργείο
575,2359.92,Χειρουργείο
42,6206.34,Χειρουργείο
654,4373.69,Χειρουργείο
446,3796.61,Χειρουργείο
58,15.03,Χειρουργείο
407,2293.44,Χειρουργείο
643,5846.31,Χειρουργείο
633,6562.38,Χειρουργείο
582,657.49,Χειρουργείο
862,3141.6,Χειρουργείο
58,8247.22,Χειρουργείο
76,2498.43,Χειρουργείο
857,3391.95,Χειρουργείο
134,7238.94,Χειρουργείο
515,6198.66,Χειρουργείο
27,6481.92,Χειρουργείο
181,6240.28,Χειρουργείο
438,2907.88,Χειρουργείο
888,2728.03,Χειρουργείο
196,6752.84,Χειρουργείο
302,4234.8,Χειρουργείο
145,2036.48,Χειρουργείο
225,7883.34,Χειρουργείο
633,5883.55,Χειρουργείο
418,1346.33,Χειρουργείο
777,684.85,Χειρουργείο
42,4028.61,Χειρουργείο
557,8839.69,Χειρουργείο
695,864.19,Χειρουργείο
532,6507.41,Χειρουργείο
343,3777.31,Χειρουργείο
299,1549.22,Χειρουργείο
347,9101.49,Χειρουργείο
287,5784.74,Χειρουργείο
567,5630.86,Χειρουργείο
220,7262.05,Χειρουργείο
10,5969.01,Χειρουργείο
523,4035.29,Χειρουργείο
840,92.36,Χειρουργείο
131,2858.38,Χειρουργείο
134,9855.91,Χειρουργείο
512,6642.08,Χειρουργείο
189,9058.07,Χειρουργείο
104,1578.38,Χειρουργείο
887,8260.38,Χειρουργείο
684,3534.7,Χειρουργείο
556,3648.55,Χειρουργείο
392,238.31,Χειρουργείο
355,3712.26,Χειρουργείο
36,9046.88,Χειρουργείο
900,9570.21,Χειρουργείο
327,3342.99,Χειρουργείο
417,485.57,Χειρουργείο
268,3464.03,Χειρουργείο
139,3712.51,Χειρουργείο
100,7414.76,Χειρουργείο
352,9904.56,Χειρουργείο
611,9811.06,Χειρουργείο
279,2792.5,Χειρουργείο
316,7800.38,Χειρουργείο
116,1649.53,Χειρουργείο
131,9493.92,Χειρουργείο
798,4231.19,Χειρουργείο
658,1402.97,Χειρουργείο
742,5062.44,Χειρουργείο
35,83.93,Χειρουργείο
443,1538.84,Χειρουργείο
419,5371.34,Χειρουργείο
174,3175.54,Χειρουργείο
449,4584.57,Χειρουργείο
700,4192.54,Χειρουργείο
589,192.36,Χειρουργείο
596,2926.52,Χειρουργείο
146,2416.13,Χειρουργείο
769,95.5,Χειρουργείο
156,2229.52,Χειρουργείο
272,2325.95,Χειρουργείο
550,9814.89,Χειρουργείο
311,9810.23,Χειρουργείο
134,3422.16,Χειρουργείο
458,5882.48,Χειρουργείο
707,1674.53,Χειρουργείο
29,6639.56,Χειρουργείο
594,6508.77,Χειρουργείο
853,2812.44,Χειρουργείο
355,9807.28,Χειρουργείο
203,7687.82,Χειρουργείο
372,9813.77,Χειρουργείο
528,642.28,Χειρουργείο
175,7760.4,Χειρουργείο
462,600.2,Χειρουργείο
897,862.79,Χειρουργείο
348,3182.59,Χειρουργείο
798,5988.01,Χειρουργείο
545,9662.04,Χειρουργείο
87,3454.87,Χειρουργείο
380,5509.61,Χειρουργείο
174,9070.01,Χειρουργείο
646,7905.51,Χειρουργείο
112,1192.96,Χειρουργείο
548,2689.61,Χειρουργείο
816,9059.54,Χειρουργείο
224,5964.45,Χειρουργείο
775,6022.34,Χειρουργείο
787,7345.18,Χειρουργείο
179,3435.07,Χειρουργείο
94,4230.08,Χειρουργείο
882,6909.5,Χειρουργείο
394,2688.22,Χειρουργείο
347,6507.51,Χειρουργείο
780,8369.13,Χειρουργείο
823,6027.87,Χειρουργείο
631,1475.91,Χειρουργείο
673,1891.1,Χειρουργείο
434,672.79,Χειρουργείο
780,8629.3,Χειρουργείο
477,1544.8,Χειρουργείο
65,6032.59,Χειρουργείο
255,35.76,Χειρουργείο
59,9345.72,Χειρουργείο
369,9134.95,Χειρουργείο
730,9605.28,Χειρουργείο
187,6236.94,Χειρουργείο
882,3749.76,Χειρουργείο
368,6044.07,Χειρουργείο
294,8009.97,Χειρουργείο
811,1618.29,Χειρουργείο
100,9059.5,Χειρουργείο
273,1445.22,Χειρουργείο
155,7925.37,Χειρουργείο
317,7232.6,Χειρουργείο
346,6223.98,Χειρουργείο
129,1424.02,Χειρουργείο
583,4568.87,Χειρουργείο
746,2676.44,Χειρουργείο
238,9969.61,Χειρουργείο
374,6054.48,Χειρουργείο
706,6485.12,Χειρουργείο
326,5311.15,Χειρουργείο
80,908.21,Χειρουργείο
804,4162.3,Χειρουργείο
253,4329.68,Χειρουργείο
757,7123.79,Χειρουργείο
136,31.17,Χειρουργείο
840,9419.98,Χειρουργείο
332,1488.22,Χειρουργείο
447,654.22,Χειρουργείο
115,7053.38,Χειρουργείο
734,2300.02,Χειρουργείο
844,4497.49,Χειρουργείο
150,9654.6,Χειρουργείο
739,3355.32,Χειρουργείο
485,9100.63,Χειρουργείο
94,365.79,Χειρουργείο
533,6844.95,Χειρουργείο
635,3716.92,Χειρουργείο
64,6876.5,Χειρουργείο
142,2769.35,Χειρουργείο
200,1098.73,Χειρουργείο
891,7680.94,Χειρουργείο
267,8512.56,Χειρουργείο
67,3391.08,Χειρουργείο
397,8241.02,Χειρουργείο
125,452.96,Χειρουργείο
52,3413.02,Χειρουργείο
668,6175.57,Χειρουργείο
714,6494.69,Χειρουργείο
214,8342.25,Χειρουργείο
735,2700.37,Χειρουργείο
350,3399.99,Χειρουργείο
586,6611.25,Χειρουργείο
177,6520.12,Χειρουργείο
228,9023.88,Χειρουργείο
569,9929.47,Χειρουργείο
162,7518.74,Χειρουργείο
645,8973.5,Χειρουργείο
111,5599.15,Χειρουργείο
802,3536.05,Χειρουργείο
274,9613.03,Χειρουργείο
125,6692.61,Χειρουργείο
424,7558.75,Χειρουργείο
425,4569.25,Χειρουργείο
886,5729.59,Χειρουργείο
302,9254.18,Χειρουργείο
548,4940.88,Χειρουργείο
346,5306.18,Χειρουργείο
690,836.09,Χειρουργείο
872,3461.58,Χειρουργείο
24,4976.51,Χειρουργείο
344,612.3,Χειρουργείο
715,5482.25,Χειρουργείο
829,6997.95,Χειρουργείο
287,6989.08,Χειρουργείο
172,7508.36,Χειρουργείο
240,3529.43,Χειρουργείο
885,8145.1,Χειρουργείο
401,4410.73,Χειρουργείο
448,2493.06,Χειρουργείο
207,4682.36,Χειρουργείο
148,3210.85,Χειρουργείο
152,2267.99,Χειρουργείο
670,8045.09,Χειρουργείο
839,4531.29,Χειρουργείο
146,4191.44,Χειρουργείο
405,9562.08,Χειρουργείο
425,5187.51,Χειρουργείο
139,8883.84,Χειρουργείο
205,9554.96,Χειρουργείο
416,6696.36,Χειρουργείο
154,1231.82,Χειρουργείο
756,4784.03,Χειρουργείο
106,2826.33,Χειρουργείο
539,3860.96,Χειρουργείο
549,5402.04,Χειρουργείο
473,2668.69,Χειρουργείο
621,2037.44,Χειρουργείο
59,614.57,Χειρουργείο
432,6873.68,Χειρουργείο
412,2240.26,Χειρουργείο
396,3369.0,Χειρουργείο
619,6874.26,Χειρουργείο
351,1573.24,Χειρουργείο
265,8287.22,Χειρουργείο
294,3527.63,Χειρουργείο
770,5907.64,Χειρουργείο
401,2303.18,Χειρουργείο
857,8329.85,Χειρουργείο
797,8756.88,Χειρουργείο
466,8663.54,Χειρουργείο
187,9638.68,Χειρουργείο
224,7054.5,Χειρουργείο
86,7395.94,Χειρουργείο
805,7247.15,Χειρουργείο
76,5583.35,Χειρουργείο
379,9882.0,Χειρουργείο
198,4221.27,Χειρουργείο
86,1631.77,Χειρουργείο
388,2313.49,Χειρουργείο
17,7324.33,Χειρουργείο
100,1625.11,Χειρουργείο
447,4436.82,Χειρουργείο
657,6507.21,Χειρουργείο
116,7222.68,Χειρουργείο
341,3222.13,Χειρουργείο
658,6425.52,Χειρουργείο
151,5640.98,Χειρουργείο
603,9299.96,Χειρουργείο
691,1991.04,Χειρουργείο
777,4744.8,Χειρουργείο
508,2520.29,Χειρουργείο
286,2993.96,Χειρουργείο
455,4862.88,Χειρουργείο
540,8933.97,Χειρουργείο
371,3047.8,Χειρουργείο
452,6382.59,Χειρουργείο
91,6350.07,Χειρουργείο
692,6029.31,Χειρουργείο
40,1595.83,Χειρουργείο
645,9790.85,Χειρουργείο
439,6328.9,Χειρουργείο
353,9061.01,Χειρουργείο
79,2911.05,Χειρουργείο
91,6693.15,Χειρουργείο
271,6088.5,Χειρουργείο
825,8490.45,Χειρουργείο
297,5543.77,Χειρουργείο
828,5825.15,Χειρουργείο
701,1399.72,Χειρουργείο
270,9714.71,Χειρουργείο
26,4670.59,Χειρουργείο
618,7627.72,Χειρουργείο
412,6933.35,Χειρουργείο
94,9537.25,Χειρουργείο
560,9559.23,Χειρουργείο
681,8537.05,Χειρουργείο
881,1000.86,Χειρουργείο
150,6008.98,Χειρουργείο
105,3129.35,Χειρουργείο
300,1245.95,Χειρουργείο
552,1877.05,Χειρουργείο
76,811.0,Χειρουργείο
161,8192.62,Χειρουργείο
829,459.48,Χειρουργείο
688,3345.02,Χειρουργείο
567,608.33,Χειρουργείο
20,969.41,Χειρουργείο
68,6695.12,Χειρουργείο
557,3891.49,Χειρουργείο
596,5912.02,Χειρουργείο
498,1613.28,Χειρουργείο
80,5469.74,Χειρουργείο
375,6089.46,Χειρουργείο
75,6328.03,Χειρουργείο
671,1992.69,Χειρουργείο
668,5448.35,Χειρουργείο
892,5209.99,Χειρουργείο
598,9709.31,Χειρουργείο
602,1570.38,Χειρουργείο
664,4656.66,Χειρουργείο
58,480.27,Χειρουργείο
360,6636.97,Χειρουργείο
197,5806.86,Χειρουργείο
332,6062.26,Χειρουργείο
857,8902.34,Χειρουργείο
477,8008.22,Χειρουργείο
251,3076.08,Χειρουργείο
405,7224.66,Χειρουργείο
724,9208.71,Χειρουργείο
820,7994.32,Χειρουργείο
670,9431.22,Χειρουργείο
432,1751.4,Χειρουργείο
340,6529.29,Χειρουργείο
718,5816.17,Χειρουργείο
881,9246.68,Χειρουργείο
365,7527.86,Χειρουργείο
55,4733.9,Χειρουργείο
126,8682.21,Χειρουργείο
190,4125.5,Χειρουργείο
416,2570.14,Χειρουργείο
379,6414.58,Χειρουργείο
383,7113.29,Χειρουργείο
436,2719.59,Χειρουργείο
597,995.97,Χειρουργείο
275,731.33,Χειρουργείο
208,2945.51,Χειρουργείο
373,2780.8,Χειρουργείο
414,4797.02,Χειρουργείο
24,8758.05,Χειρουργείο
685,7362.66,Χειρουργείο
80,8815.97,Χειρουργείο
670,6638.56,Χειρουργείο
255,1865.54,Χειρουργείο
443,3210.55,Χειρουργείο
468,825.46,Χειρουργείο
751,4780.72,Χειρουργείο
378,247.48,Χειρουργείο
711,9608.61,Χειρουργείο
345,2031.0,Χειρουργείο
461,7888.98,Χειρουργείο
525,7945.55,Χειρουργείο
774,314.29,Χειρουργείο
812,5724.63,Χειρουργείο
31,3109.32,Χειρουργείο
412,4567.11,Χειρουργείο
457,1550.16,Χειρουργείο
197,7782.62,Χειρουργείο
703,4271.58,Χειρουργείο
727,3093.85,Χειρουργείο
392,1623.14,Χειρουργείο
296,2663.75,Χειρουργείο
810,6387.45,Χειρουργείο
58,2558.17,Χειρουργείο
582,8473.39,Χειρουργείο
407,1950.63,Χειρουργείο
435,4136.37,Χειρουργείο
370,4567.65,Χειρουργείο
752,8899.57,Χειρουργείο
887,6215.53,Χειρουργείο
192,2045.65,Χειρουργείο
457,5084.76,Χειρουργείο
896,8563.53,Χειρουργείο
652,423.34,Χειρουργείο
582,6790.01,Χειρουργείο
771,7779.49,Χειρουργείο
249,8538.2,Χειρουργείο
519,530.01,Χειρουργείο
80,5493.82,Χειρουργείο
792,3453.41,Χειρουργείο
171,8633.32,Χειρουργείο
382,825.01,Χειρουργείο
525,9906.43,Χειρουργείο
433,2794.11,Χειρουργείο
118,6766.17,Χειρουργείο
263,5457.3,Χειρουργείο
838,3041.68,Χειρουργείο
570,4087.77,Χειρουργείο
544,3690.84,Χειρουργείο
191,6890.37,Χειρουργείο
838,747.68,Χειρουργείο
195,3984.73,Χειρουργείο
483,1990.58,Χειρουργείο
22,1985.85,Χειρουργείο
789,4892.96,Χειρουργείο
797,1650.95,Χειρουργείο
565,2117.15,Χειρουργείο
171,9177.0,Χειρουργείο
600,9022.45,Χειρουργείο
220,8164.4,Χειρουργείο
212,2827.9,Χειρουργείο
324,9967.98,Χειρουργείο
466,7725.58,Χειρουργείο
834,3146.12,Χειρουργείο
808,9355.91,Χειρουργείο
618,7835.13,Χειρουργείο
