expected_duration,cost,room_type
354,4939.41,Αίθουσα Επέμβασης
440,8279.14,Αίθουσα Επέμβασης
34,7155.09,Αίθουσα Επέμβασης
47,1551.31,Αίθουσα Επέμβασης
563,9748.91,Αίθουσα Επέμβασης
798,9682.98,Αίθουσα Επέμβασης
352,6201.03,Αίθουσα Επέμβασης
892,2358.44,Αίθουσα Επέμβασης
360,301.53,Αίθουσα Επέμβασης
601,4803.3,Αίθουσα Επέμβασης
196,287.74,Αίθουσα Επέμβασης
178,2782.28,Αίθουσα Επέμβασης
91,8298.22,Αίθουσα Επέμβασης
348,7930.29,Αίθουσα Επέμβασης
439,527.65,Αίθουσα Επέμβασης
672,9599.98,Αίθουσα Επέμβασης
372,478.14,Αίθουσα Επέμβασης
480,7626.95,Αίθουσα Επέμβασης
670,6817.58,Αίθουσα Επέμβασης
757,8414.84,Αίθουσα Επέμβασης
135,3442.21,Αίθουσα Επέμβασης
105,1392.57,Αίθουσα Επέμβασης
156,9878.44,Αίθουσα Επέμβασης
658,3183.7,Αίθουσα Επέμβασης
838,2244.22,Αίθουσα Επέμβασης
234,612.06,Αίθουσα Επέμβασης
637,9220.41,Αίθουσα Επέμβασης
61,5936.26,Αίθουσα Επέμβασης
363,6102.66,Αίθουσα Επέμβασης
182,3932.95,Αίθουσα Επέμβασης
225,2885.59,Αίθουσα Επέμβασης
802,2271.39,Αίθουσα Επέμβασης
380,1185.49,Αίθουσα Επέμβασης
871,8413.37,Αίθουσα Επέμβασης
378,894.36,Αίθουσα Επέμβασης
63,919.21,Αίθουσα Επέμβασης
761,3506.25,Αίθουσα Επέμβασης
273,9891.63,Αίθουσα Επέμβασης
794,2146.95,Αίθουσα Επέμβασης
567,2501.87,Αίθουσα Επέμβασης
437,9157.81,Αίθουσα Επέμβασης
702,6931.5,Αίθουσα Επέμβασης
122,8788.64,Αίθουσα Επέμβασης
321,5533.48,Αίθουσα Επέμβασης
528,9708.74,Αίθουσα Επέμβασης
355,6686.86,Αίθουσα Επέμβασης
816,8915.22,Αίθουσα Επέμβασης
546,1711.1,Αίθουσα Επέμβασης
233,8117.76,Αίθουσα Επέμβασης
364,8071.41,Αίθουσα Επέμβασης
770,1364.25,Αίθουσα Επέμβασης
573,4649.43,Αίθουσα Επέμβασης
854,147.53,Αίθουσα Επέμβασης
237,3315.14,Αίθουσα Επέμβασης
60,3116.65,Αίθουσα Επέμβασης
125,1691.59,Αίθουσα Επέμβασης
802,5265.63,Αίθουσα Επέμβασης
305,5825.69,Αίθουσα Επέμβασης
207,5648.21,Αίθουσα Επέμβασης
519,2153.48,Αίθουσα Επέμβασης
375,8338.89,Αίθουσα Επέμβασης
862,3957.49,Αίθουσα Επέμβασης
331,9379.54,Αίθουσα Επέμβασης
564,4126.67,Αίθουσα Επέμβασης
168,9131.68,Αίθουσα Επέμβασης
754,3301.2,Αίθουσα Επέμβασης
369,2535.78,Αίθουσα Επέμβασης
536,1672.35,Αίθουσα Επέμβασης
189,4525.89,Αίθουσα Επέμβασης
67,1031.75,Αίθουσα Επέμβασης
730,4952.75,Αίθουσα Επέμβασης
472,5704.5,Αίθουσα Επέμβασης
583,1928.1,Αίθουσα Επέμβασης
838,6433.09,Αίθουσα Επέμβασης
148,1909.33,Αίθουσα Επέμβασης
510,4633.48,Αίθουσα Επέμβασης
803,6681.76,Αίθουσα Επέμβασης
480,1745.85,Αίθουσα Επέμβασης
567,4612.88,Αίθουσα Επέμβασης
40,8346.8,Αίθουσα Επέμβασης
481,3082.6,Αίθουσα Επέμβασης
862,8116.43,Αίθουσα Επέμβασης
103,7230.63,Αίθουσα Επέμβασης
27,6026.04,Αίθουσα Επέμβασης
96,2892.98,Αίθουσα Επέμβασης
137,7084.37,Αίθουσα Επέμβασης
70,3960.55,Αίθουσα Επέμβασης
518,9068.17,Αίθουσα Επέμβασης
120,9880.62,Αίθουσα Επέμβασης
141,9992.32,Αίθουσα Επέμβασης
462,3396.12,Αίθουσα Επέμβασης
678,4235.22,Αίθουσα Επέμβασης
201,7092.82,Αίθουσα Επέμβασης
133,543.03,Αίθουσα Επέμβασης
751,4563.92,Αίθουσα Επέμβασης
387,4860.5,Αίθουσα Επέμβασης
694,2303.11,Αίθουσα Επέμβασης
452,5913.28,Αίθουσα Επέμβασης
664,7992.56,Αίθουσα Επέμβασης
236,1818.24,Αίθουσα Επέμβασης
656,3531.31,Αίθουσα Επέμβασης
300,5981.78,Αίθουσα Επέμβασης
418,5622.0,Αίθουσα Επέμβασης
860,8109.11,Αίθουσα Επέμβασης
807,8149.33,Αίθουσα Επέμβασης
97,1556.81,Αίθουσα Επέμβασης
15,2697.2,Αίθουσα Επέμβασης
330,7936.6,Αίθουσα Επέμβασης
764,553.88,Αίθουσα Επέμβασης
584,815.01,Αίθουσα Επέμβασης
374,2581.19,Αίθουσα Επέμβασης
573,9435.63,Αίθουσα Επέμβασης
362,338.48,Αίθουσα Επέμβασης
838,28.8,Αίθουσα Επέμβασης
593,8171.51,Αίθουσα Επέμβασης
231,671.77,Αίθουσα Επέμβασης
625,9140.63,Αίθουσα Επέμβασης
563,5609.15,Αίθουσα Επέμβασης
176,6330.31,Αίθουσα Επέμβασης
52,7222.39,Αίθουσα Επέμβασης
112,2245.01,Αίθουσα Επέμβασης
202,5843.57,Αίθουσα Επέμβασης
456,4171.41,Αίθουσα Επέμβασης
675,8076.91,Αίθουσα Επέμβασης
221,8921.5,Αίθουσα Επέμβασης
627,6582.92,Αίθουσα Επέμβασης
223,5542.04,Αίθουσα Επέμβασης
771,9267.98,Αίθουσα Επέμβασης
12,8465.56,Αίθουσα Επέμβασης
429,706.05,Αίθουσα Επέμβασης
164,5570.44,Αίθουσα Επέμβασης
248,3035.39,Αίθουσα Επέμβασης
196,9632.09,Αίθουσα Επέμβασης
741,2951.32,Αίθουσα Επέμβασης
844,3043.66,Αίθουσα Επέμβασης
671,6543.92,Αίθουσα Επέμβασης
141,491.05,Αίθουσα Επέμβασης
167,9093.96,Αίθουσα Επέμβασης
793,7881.11,Αίθουσα Επέμβασης
58,6109.01,Αίθουσα Επέμβασης
217,1948.82,Αίθουσα Επέμβασης
822,6536.97,Αίθουσα Επέμβασης
234,5337.1,Αίθουσα Επέμβασης
353,4647.42,Αίθουσα Επέμβασης
553,6960.7,Αίθουσα Επέμβασης
239,2034.21,Αίθουσα Επέμβασης
17,171.99,Αίθουσα Επέμβασης
229,3096.08,Αίθουσα Επέμβασης
261,2540.4,Αίθουσα Επέμβασης
570,2384.96,Αίθουσα Επέμβασης
112,8356.8,Αίθουσα Επέμβασης
852,8754.73,Αίθουσα Επέμβασης
564,531.27,Αίθουσα Επέμβασης
857,8404.91,Αίθουσα Επέμβασης
448,8820.97,Αίθουσα Επέμβασης
200,7984.9,Αίθουσα Επέμβασης
133,364.17,Αίθουσα Επέμβασης
245,2920.48,Αίθουσα Επέμβασης
117,9145.26,Αίθουσα Επέμβασης
613,2291.09,Αίθουσα Επέμβασης
513,814.87,Αίθουσα Επέμβασης
554,1775.83,Αίθουσα Επέμβασης
477,8477.91,Αίθουσα Επέμβασης
864,9948.6,Αίθουσα Επέμβασης
552,9819.23,Αίθουσα Επέμβασης
773,254.28,Αίθουσα Επέμβασης
758,4073.88,Αίθουσα Επέμβασης
606,2824.31,Αίθουσα Επέμβασης
754,3591.4,Αίθουσα Επέμβασης
413,9006.95,Αίθουσα Επέμβασης
86,5510.31,Αίθουσα Επέμβασης
882,9114.86,Αίθουσα Επέμβασης
634,4999.24,Αίθουσα Επέμβασης
442,1331.76,Αίθουσα Επέμβασης
318,2298.4,Αίθουσα Επέμβασης
371,4405.89,Αίθουσα Επέμβασης
85,8725.27,Αίθουσα Επέμβασης
209,1423.37,Αίθουσα Επέμβασης
498,343.38,Αίθουσα Επέμβασης
522,1165.8,Αίθουσα Επέμβασης
32,1098.65,Αίθουσα Επέμβασης
639,8317.1,Αίθουσα Επέμβασης
59,1858.58,Αίθουσα Επέμβασης
647,7264.87,Αίθουσα Επέμβασης
877,1350.49,Αίθουσα Επέμβασης
196,7431.52,Αίθουσα Επέμβασης
47,1552.29,Αίθουσα Επέμβασης
442,3215.89,Αίθουσα Επέμβασης
48,1829.26,Αίθουσα Επέμβασης
101,4025.34,Αίθουσα Επέμβασης
374,9913.86,Αίθουσα Επέμβασης
889,3896.72,Αίθουσα Επέμβασης
175,697.73,Αίθουσα Επέμβασης
541,6611.87,Αίθουσα Επέμβασης
658,9782.29,Αίθουσα Επέμβασης
419,8746.16,Αίθουσα Επέμβασης
61,8575.44,Αίθουσα Επέμβασης
254,1263.73,Αίθουσα Επέμβασης
440,6354.19,Αίθουσα Επέμβασης
798,5821.79,Αίθουσα Επέμβασης
686,2261.78,Αίθουσα Επέμβασης
415,7482.66,Αίθουσα Επέμβασης
498,8534.93,Αίθουσα Επέμβασης
459,4576.93,Αίθουσα Επέμβασης
470,8844.01,Αίθουσα Επέμβασης
501,5766.76,Αίθουσα Επέμβασης
453,6367.0,Αίθουσα Επέμβασης
509,4372.89,Αίθουσα Επέμβασης
575,2498.96,Αίθουσα Επέμβασης
825,3895.74,Αίθουσα Επέμβασης
25,8973.37,Αίθουσα Επέμβασης
644,5180.93,Αίθουσα Επέμβασης
409,4350.84,Αίθουσα Επέμβασης
380,3786.62,Αίθουσα Επέμβασης
541,4509.55,Αίθουσα Επέμβασης
98,3126.82,Αίθουσα Επέμβασης
799,5969.92,Αίθουσα Επέμβασης
734,7197.35,Αίθουσα Επέμβασης
380,6685.41,Αίθουσα Επέμβασης
857,7999.02,Αίθουσα Επέμβασης
450,4603.81,Αίθουσα Επέμβασης
682,6111.39,Αίθουσα Επέμβασης
817,6541.31,Αίθουσα Επέμβασης
804,5691.17,Αίθουσα Επέμβασης
832,1156.07,Αίθουσα Επέμβασης
569,3255.52,Αίθουσα Επέμβασης
96,3052.7,Αίθουσα Επέμβασης
382,8071.93,Αίθουσα Επέμβασης
74,551.81,Αίθουσα Επέμβασης
781,5329.94,Αίθουσα Επέμβασης
720,6568.67,Αίθουσα Επέμβασης
184,3267.34,Αίθουσα Επέμβασης
589,9724.9,Αίθουσα Επέμβασης
353,4522.7,Αίθουσα Επέμβασης
768,6021.54,Αίθουσα Επέμβασης
698,3978.93,Αίθουσα Επέμβασης
807,8768.85,Αίθουσα Επέμβασης
562,8083.58,Αίθουσα Επέμβασης
803,2381.24,Αίθουσα Επέμβασης
239,2147.62,Αίθουσα Επέμβασης
305,9218.89,Αίθουσα Επέμβασης
295,9706.78,Αίθουσα Επέμβασης
321,7262.43,Αίθουσα Επέμβασης
555,5873.96,Αίθουσα Επέμβασης
504,6210.19,Αίθουσα Επέμβασης
